"season","team","conference","statName","statValue"
2022,"Army","FBS Independents","passCompletions",42
2022,"Mississippi State","SEC","rushingAttempts",296
2022,"Michigan State","Big Ten","fumblesLost",4
2022,"Marshall","Sun Belt","interceptionTDs",3
2022,"BYU","FBS Independents","puntReturns",14
2022,"Kansas State","Big 12","possessionTime",26643
2022,"Wake Forest","ACC","possessionTime",22196
2022,"Indiana","Big Ten","fourthDowns",23
2022,"NC State","ACC","thirdDowns",196
2022,"Florida","SEC","netPassingYards",2910
2022,"Louisiana Tech","Conference USA","penaltyYards",767
2022,"Tulsa","American Athletic","thirdDownConversions",67
2022,"USC","Pac-12","turnovers",7
2022,"Missouri","SEC","rushingAttempts",493
2022,"Vanderbilt","SEC","fourthDownConversions",11
2022,"Penn State","Big Ten","thirdDowns",180
2022,"Northwestern","Big Ten","turnovers",30
2022,"Arkansas State","Sun Belt","passesIntercepted",6
2022,"Minnesota","Big Ten","passAttempts",281
2022,"Texas State","Sun Belt","penalties",58
2022,"East Carolina","American Athletic","tacklesForLoss",70
2022,"Texas","Big 12","passingTDs",22
2022,"Illinois","Big Ten","kickReturnTDs",0
2022,"Connecticut","FBS Independents","rushingAttempts",525
2022,"Iowa","Big Ten","penaltyYards",420
2022,"Georgia State","Sun Belt","thirdDownConversions",74
2022,"Boise State","Mountain West","fumblesLost",8
2022,"Kent State","Mid-American","fumblesRecovered",9
2022,"Kentucky","SEC","thirdDownConversions",58
2022,"Iowa State","Big 12","rushingTDs",10
2022,"Hawai'i","Mountain West","kickReturnTDs",0
2022,"USC","Pac-12","passesIntercepted",19
2022,"Georgia","SEC","rushingYards",3080
2022,"Georgia","SEC","penaltyYards",673
2022,"Washington","Pac-12","kickReturnTDs",0
2022,"BYU","FBS Independents","passCompletions",257
2022,"Baylor","Big 12","fourthDownConversions",30
2022,"Louisiana","Sun Belt","netPassingYards",2859
2022,"Northern Illinois","Mid-American","rushingAttempts",478
2022,"Washington","Pac-12","passesIntercepted",7
2022,"BYU","FBS Independents","thirdDowns",157
2022,"Air Force","Mountain West","passAttempts",87
2022,"Louisiana","Sun Belt","passingTDs",27
2022,"Southern Mississippi","Sun Belt","turnovers",26
2022,"Rutgers","Big Ten","interceptions",14
2022,"Utah State","Mountain West","fumblesRecovered",11
2022,"SMU","American Athletic","passAttempts",513
2022,"Notre Dame","FBS Independents","totalYards",5151
2022,"Rutgers","Big Ten","passingTDs",11
2022,"Texas Tech","Big 12","kickReturnTDs",1
2022,"Air Force","Mountain West","tacklesForLoss",66
2022,"Utah State","Mountain West","kickReturnYards",601
2022,"Memphis","American Athletic","puntReturnYards",255
2022,"Wisconsin","Big Ten","fourthDowns",15
2022,"Kansas","Big 12","puntReturns",4
2022,"Wake Forest","ACC","tacklesForLoss",77
2022,"Wisconsin","Big Ten","turnovers",18
2022,"Akron","Mid-American","totalYards",4150
2022,"Marshall","Sun Belt","totalYards",5164
2022,"Georgia Southern","Sun Belt","fourthDowns",23
2022,"Missouri","SEC","netPassingYards",2771
2022,"Boston College","ACC","interceptionTDs",0
2022,"Temple","American Athletic","firstDowns",220
2022,"Tennessee","SEC","penalties",105
2022,"Boston College","ACC","sacks",26
2022,"Florida Atlantic","Conference USA","puntReturns",15
2022,"Rutgers","Big Ten","firstDowns",178
2022,"Louisiana Tech","Conference USA","kickReturnTDs",0
2022,"Minnesota","Big Ten","totalYards",5065
2022,"Michigan State","Big Ten","interceptionTDs",1
2022,"Toledo","Mid-American","firstDowns",308
2022,"Fresno State","Mountain West","firstDowns",307
2022,"Utah","Pac-12","interceptions",10
2022,"San José State","Mountain West","fumblesLost",2
2022,"Ole Miss","SEC","penaltyYards",821
2022,"Georgia Tech","ACC","kickReturns",13
2022,"BYU","FBS Independents","puntReturnYards",127
2022,"LSU","SEC","totalYards",6343
2022,"Utah","Pac-12","passingTDs",31
2022,"Pittsburgh","ACC","totalYards",5269
2022,"Arkansas","SEC","sacks",39
2022,"Army","FBS Independents","games",12
2022,"Syracuse","ACC","firstDowns",263
2022,"San Diego State","Mountain West","thirdDownConversions",52
2022,"Georgia Southern","Sun Belt","thirdDowns",195
2022,"UTEP","Conference USA","netPassingYards",2625
2022,"UNLV","Mountain West","sacks",27
2022,"Army","FBS Independents","fumblesRecovered",10
2022,"New Mexico State","FBS Independents","fourthDowns",15
2022,"Western Kentucky","Conference USA","interceptionYards",314
2022,"Fresno State","Mountain West","puntReturns",13
2022,"Kansas State","Big 12","totalYards",5863
2022,"Pittsburgh","ACC","turnovers",20
2022,"Marshall","Sun Belt","thirdDownConversions",77
2022,"Washington State","Pac-12","interceptionYards",245
2022,"Clemson","ACC","thirdDownConversions",100
2022,"Nevada","Mountain West","thirdDownConversions",68
2022,"Army","FBS Independents","puntReturnYards",167
2022,"New Mexico","Mountain West","kickReturns",26
2022,"Miami","ACC","passesIntercepted",13
2022,"San Diego State","Mountain West","fourthDownConversions",15
2022,"Missouri","SEC","sacks",35
2022,"Mississippi State","SEC","puntReturns",21
2022,"Charlotte","Conference USA","fumblesRecovered",7
2022,"Iowa State","Big 12","interceptionYards",84
2022,"Coastal Carolina","Sun Belt","rushingYards",2067
2022,"Nevada","Mountain West","penalties",72
2022,"Kent State","Mid-American","puntReturnTDs",1
2022,"Purdue","Big Ten","puntReturnTDs",0
2022,"LSU","SEC","fumblesLost",12
2022,"Boston College","ACC","totalYards",3733
2022,"Cincinnati","American Athletic","interceptionTDs",2
2022,"Penn State","Big Ten","kickReturnTDs",1
2022,"South Alabama","Sun Belt","passingTDs",28
2022,"South Florida","American Athletic","sacks",14
2022,"Minnesota","Big Ten","rushingYards",2696
2022,"Utah","Pac-12","interceptionYards",293
2022,"UTEP","Conference USA","kickReturnYards",342
2022,"Virginia","ACC","puntReturnYards",47
2022,"Colorado","Pac-12","thirdDownConversions",52
2022,"UT San Antonio","Conference USA","fumblesRecovered",9
2022,"Texas A&M","SEC","penalties",76
2022,"Colorado State","Mountain West","totalYards",3429
2022,"Oregon State","Pac-12","fumblesLost",5
2022,"Army","FBS Independents","passingTDs",5
2022,"Memphis","American Athletic","rushingAttempts",493
2022,"Illinois","Big Ten","turnovers",16
2022,"Colorado","Pac-12","firstDowns",190
2022,"Arizona","Pac-12","fourthDowns",23
2022,"South Carolina","SEC","passAttempts",419
2022,"North Texas","Conference USA","tacklesForLoss",54
2022,"Coastal Carolina","Sun Belt","interceptionYards",101
2022,"Southern Mississippi","Sun Belt","games",13
2022,"Syracuse","ACC","totalYards",4871
2022,"Texas A&M","SEC","tacklesForLoss",66
2022,"NC State","ACC","turnovers",16
2022,"UCLA","Pac-12","puntReturnTDs",0
2022,"Florida State","ACC","netPassingYards",3512
2022,"Miami (OH)","Mid-American","kickReturnYards",299
2022,"Wyoming","Mountain West","thirdDownConversions",61
2022,"West Virginia","Big 12","thirdDowns",178
2022,"Mississippi State","SEC","kickReturnTDs",1
2022,"Georgia Tech","ACC","fumblesLost",4
2022,"Connecticut","FBS Independents","fumblesLost",11
2022,"Iowa","Big Ten","thirdDowns",176
2022,"Louisiana Monroe","Sun Belt","rushingTDs",16
2022,"Kansas","Big 12","passCompletions",242
2022,"Iowa State","Big 12","games",12
2022,"UAB","Conference USA","sacks",25
2022,"Northern Illinois","Mid-American","passesIntercepted",8
2022,"Troy","Sun Belt","passesIntercepted",13
2022,"North Texas","Conference USA","puntReturnTDs",0
2022,"Auburn","SEC","turnovers",22
2022,"Connecticut","FBS Independents","thirdDowns",179
2022,"Georgia","SEC","puntReturns",22
2022,"Temple","American Athletic","puntReturnTDs",0
2022,"Temple","American Athletic","rushingAttempts",318
2022,"Vanderbilt","SEC","passAttempts",346
2022,"Nebraska","Big Ten","passesIntercepted",9
2022,"Penn State","Big Ten","interceptionYards",243
2022,"Nebraska","Big Ten","passAttempts",340
2022,"Missouri","SEC","games",13
2022,"Central Michigan","Mid-American","passesIntercepted",4
2022,"Liberty","FBS Independents","rushingAttempts",492
2022,"Liberty","FBS Independents","passCompletions",229
2022,"South Carolina","SEC","passesIntercepted",15
2022,"Vanderbilt","SEC","interceptionTDs",0
2022,"Navy","American Athletic","thirdDowns",196
2022,"Utah","Pac-12","kickReturnTDs",0
2022,"Memphis","American Athletic","kickReturnTDs",0
2022,"Alabama","SEC","netPassingYards",3660
2022,"South Florida","American Athletic","tacklesForLoss",62
2022,"Tennessee","SEC","thirdDownConversions",68
2022,"Boise State","Mountain West","possessionTime",25906
2022,"Georgia Southern","Sun Belt","totalYards",6065
2022,"San Diego State","Mountain West","penaltyYards",772
2022,"Indiana","Big Ten","fourthDownConversions",9
2022,"Pittsburgh","ACC","puntReturnTDs",1
2022,"Rutgers","Big Ten","fourthDownConversions",9
2022,"Louisville","ACC","rushingTDs",25
2022,"UCF","American Athletic","rushingTDs",35
2022,"UAB","Conference USA","puntReturns",15
2022,"Colorado","Pac-12","penaltyYards",579
2022,"Florida International","Conference USA","penalties",74
2022,"Navy","American Athletic","fumblesRecovered",12
2022,"Akron","Mid-American","penalties",72
2022,"UCLA","Pac-12","fourthDownConversions",15
2022,"Memphis","American Athletic","fumblesLost",8
2022,"Alabama","SEC","firstDowns",310
2022,"Purdue","Big Ten","tacklesForLoss",60
2022,"Oregon State","Pac-12","kickReturnTDs",0
2022,"Purdue","Big Ten","kickReturnTDs",0
2022,"Temple","American Athletic","possessionTime",19460
2022,"Ole Miss","SEC","possessionTime",20590
2022,"Colorado State","Mountain West","kickReturns",19
2022,"Tulsa","American Athletic","passCompletions",241
2022,"Pittsburgh","ACC","fourthDownConversions",10
2022,"South Carolina","SEC","netPassingYards",3379
2022,"Wyoming","Mountain West","rushingYards",2358
2022,"Washington State","Pac-12","possessionTime",21586
2022,"Mississippi State","SEC","passCompletions",427
2022,"Eastern Michigan","Mid-American","rushingAttempts",503
2022,"Notre Dame","FBS Independents","kickReturns",18
2022,"Air Force","Mountain West","rushingYards",4254
2022,"Ole Miss","SEC","fumblesRecovered",22
2022,"New Mexico","Mountain West","interceptionYards",90
2022,"Houston","American Athletic","penalties",102
2022,"Kentucky","SEC","puntReturns",23
2022,"Louisiana Tech","Conference USA","sacks",16
2022,"Old Dominion","Sun Belt","puntReturnTDs",0
2022,"TCU","Big 12","passingTDs",33
2022,"Kentucky","SEC","penaltyYards",514
2022,"Washington","Pac-12","turnovers",11
2022,"East Carolina","American Athletic","turnovers",7
2022,"Missouri","SEC","firstDowns",241
2022,"Kansas State","Big 12","tacklesForLoss",68
2022,"Kent State","Mid-American","kickReturns",38
2022,"Tennessee","SEC","puntReturnTDs",1
2022,"Fresno State","Mountain West","passAttempts",472
2022,"Northern Illinois","Mid-American","games",12
2022,"Minnesota","Big Ten","thirdDownConversions",87
2022,"Houston","American Athletic","thirdDowns",176
2022,"Florida State","ACC","kickReturnTDs",1
2022,"Oklahoma","Big 12","interceptionTDs",0
2022,"UT San Antonio","Conference USA","fourthDowns",27
2022,"Eastern Michigan","Mid-American","rushingYards",1843
2022,"Kansas State","Big 12","puntReturnYards",197
2022,"Northwestern","Big Ten","passingTDs",10
2022,"Arkansas","SEC","kickReturnYards",161
2022,"Arizona State","Pac-12","sacks",17
2022,"Kent State","Mid-American","fourthDowns",24
2022,"UT San Antonio","Conference USA","puntReturnYards",72
2022,"UT San Antonio","Conference USA","penalties",99
2022,"Tennessee","SEC","sacks",31
2022,"Utah State","Mountain West","puntReturnYards",197
2022,"Charlotte","Conference USA","firstDowns",254
2022,"Old Dominion","Sun Belt","firstDowns",189
2022,"Louisiana","Sun Belt","penaltyYards",724
2022,"Buffalo","Mid-American","fourthDownConversions",19
2022,"Tennessee","SEC","interceptionYards",70
2022,"Duke","ACC","games",13
2022,"UMass","FBS Independents","sacks",19
2022,"Northern Illinois","Mid-American","firstDowns",225
2022,"Maryland","Big Ten","passAttempts",446
2022,"Charlotte","Conference USA","penaltyYards",702
2022,"Wyoming","Mountain West","tacklesForLoss",66
2022,"SMU","American Athletic","sacks",27
2022,"Iowa","Big Ten","sacks",34
2022,"Oregon State","Pac-12","tacklesForLoss",64
2022,"Ole Miss","SEC","puntReturnTDs",0
2022,"Liberty","FBS Independents","rushingYards",2241
2022,"Oregon State","Pac-12","kickReturns",30
2022,"USC","Pac-12","netPassingYards",4694
2022,"Syracuse","ACC","games",13
2022,"Mississippi State","SEC","interceptions",9
2022,"UNLV","Mountain West","puntReturnYards",75
2022,"Fresno State","Mountain West","passCompletions",333
2022,"UAB","Conference USA","rushingTDs",32
2022,"North Texas","Conference USA","rushingAttempts",536
2022,"Houston","American Athletic","firstDowns",305
2022,"Miami","ACC","kickReturnTDs",1
2022,"San José State","Mountain West","sacks",40
2022,"Miami","ACC","possessionTime",22111
2022,"Western Kentucky","Conference USA","fumblesRecovered",22
2022,"Charlotte","Conference USA","puntReturns",14
2022,"Florida Atlantic","Conference USA","puntReturnYards",136
2022,"Central Michigan","Mid-American","games",12
2022,"New Mexico","Mountain West","passesIntercepted",9
2022,"Miami","ACC","sacks",37
2022,"Oregon State","Pac-12","rushingTDs",36
2022,"Syracuse","ACC","netPassingYards",3011
2022,"Oklahoma State","Big 12","rushingTDs",20
2022,"Arizona State","Pac-12","kickReturns",34
2022,"Texas Tech","Big 12","penalties",74
2022,"Eastern Michigan","Mid-American","kickReturnTDs",1
2022,"Illinois","Big Ten","penaltyYards",768
2022,"Central Michigan","Mid-American","passingTDs",16
2022,"NC State","ACC","puntReturns",21
2022,"Florida","SEC","penalties",89
2022,"Arizona State","Pac-12","possessionTime",22137
2022,"SMU","American Athletic","rushingYards",2030
2022,"Florida Atlantic","Conference USA","penaltyYards",696
2022,"Liberty","FBS Independents","fourthDownConversions",11
2022,"Central Michigan","Mid-American","passAttempts",389
2022,"NC State","ACC","passesIntercepted",19
2022,"California","Pac-12","passCompletions",291
2022,"Georgia Tech","ACC","penalties",69
2022,"Stanford","Pac-12","kickReturns",46
2022,"Western Kentucky","Conference USA","games",14
2022,"Tennessee","SEC","firstDowns",330
2022,"Kentucky","SEC","games",13
2022,"Penn State","Big Ten","interceptionTDs",1
2022,"Middle Tennessee","Conference USA","firstDowns",262
2022,"Kansas State","Big 12","kickReturns",35
2022,"Appalachian State","Sun Belt","fumblesLost",5
2022,"Maryland","Big Ten","turnovers",15
2022,"Eastern Michigan","Mid-American","totalYards",4757
2022,"Louisiana","Sun Belt","sacks",27
2022,"Army","FBS Independents","interceptionTDs",0
2022,"Nebraska","Big Ten","netPassingYards",2650
2022,"Louisville","ACC","interceptions",12
2022,"Kent State","Mid-American","fumblesLost",5
2022,"USC","Pac-12","thirdDowns",168
2022,"Colorado","Pac-12","netPassingYards",2075
2022,"Iowa","Big Ten","kickReturnTDs",0
2022,"UTEP","Conference USA","fumblesLost",9
2022,"James Madison","Sun Belt","rushingTDs",24
2022,"New Mexico","Mountain West","possessionTime",20849
2022,"Cincinnati","American Athletic","possessionTime",22030
2022,"UAB","Conference USA","penalties",91
2022,"Kansas State","Big 12","passCompletions",242
2022,"Temple","American Athletic","fourthDownConversions",14
2022,"Bowling Green","Mid-American","passAttempts",440
2022,"Troy","Sun Belt","interceptions",15
2022,"Georgia Southern","Sun Belt","sacks",20
2022,"Colorado State","Mountain West","puntReturnTDs",1
2022,"South Carolina","SEC","totalYards",4934
2022,"Akron","Mid-American","fourthDownConversions",12
2022,"Ohio State","Big Ten","puntReturns",19
2022,"Miami","ACC","kickReturnYards",930
2022,"Georgia Tech","ACC","passingTDs",10
2022,"BYU","FBS Independents","sacks",15
2022,"New Mexico","Mountain West","totalYards",2722
2022,"Vanderbilt","SEC","penalties",63
2022,"Texas State","Sun Belt","firstDowns",212
2022,"Clemson","ACC","rushingAttempts",548
2022,"Washington State","Pac-12","kickReturnYards",603
2022,"Vanderbilt","SEC","turnovers",16
2022,"Kentucky","SEC","thirdDowns",170
2022,"Army","FBS Independents","thirdDowns",159
2022,"Bowling Green","Mid-American","kickReturnYards",863
2022,"Nebraska","Big Ten","penalties",65
2022,"Middle Tennessee","Conference USA","passesIntercepted",20
2022,"Rice","Conference USA","thirdDowns",173
2022,"Connecticut","FBS Independents","rushingYards",2482
2022,"Virginia","ACC","rushingTDs",13
2022,"SMU","American Athletic","games",13
2022,"East Carolina","American Athletic","penaltyYards",489
2022,"Baylor","Big 12","totalYards",5380
2022,"UT San Antonio","Conference USA","kickReturnTDs",1
2022,"Georgia Southern","Sun Belt","penalties",66
2022,"Connecticut","FBS Independents","puntReturnYards",81
2022,"Texas A&M","SEC","penaltyYards",589
2022,"Ball State","Mid-American","fumblesLost",7
2022,"Alabama","SEC","tacklesForLoss",84
2022,"UT San Antonio","Conference USA","interceptionTDs",1
2022,"UTEP","Conference USA","penaltyYards",669
2022,"NC State","ACC","rushingYards",1479
2022,"Duke","ACC","thirdDownConversions",72
2022,"Louisiana Tech","Conference USA","fourthDownConversions",13
2022,"Tulsa","American Athletic","rushingTDs",18
2022,"Utah","Pac-12","rushingTDs",38
2022,"Miami (OH)","Mid-American","penaltyYards",628
2022,"Georgia State","Sun Belt","turnovers",19
2022,"North Carolina","ACC","rushingYards",2148
2022,"Texas Tech","Big 12","penaltyYards",576
2022,"New Mexico State","FBS Independents","rushingTDs",24
2022,"UNLV","Mountain West","kickReturns",22
2022,"Iowa","Big Ten","passAttempts",349
2022,"Miami","ACC","kickReturns",35
2022,"TCU","Big 12","totalYards",6825
2022,"Rutgers","Big Ten","kickReturns",27
2022,"Kentucky","SEC","kickReturnYards",506
2022,"West Virginia","Big 12","turnovers",18
2022,"Texas","Big 12","thirdDownConversions",64
2022,"Oklahoma","Big 12","kickReturns",25
2022,"California","Pac-12","kickReturnTDs",0
2022,"Rice","Conference USA","firstDowns",261
2022,"Florida International","Conference USA","thirdDowns",173
2022,"Florida Atlantic","Conference USA","totalYards",4925
2022,"Kansas","Big 12","rushingYards",2386
2022,"East Carolina","American Athletic","firstDowns",293
2022,"Washington","Pac-12","rushingTDs",33
2022,"Louisiana Monroe","Sun Belt","fourthDownConversions",5
2022,"Coastal Carolina","Sun Belt","rushingAttempts",513
2022,"Ball State","Mid-American","puntReturnYards",57
2022,"Pittsburgh","ACC","thirdDowns",179
2022,"Purdue","Big Ten","interceptionTDs",3
2022,"Vanderbilt","SEC","fourthDowns",29
2022,"Iowa State","Big 12","passingTDs",19
2022,"Missouri","SEC","fumblesRecovered",12
2022,"UNLV","Mountain West","penalties",69
2022,"Rutgers","Big Ten","thirdDowns",172
2022,"Middle Tennessee","Conference USA","totalYards",4865
2022,"Syracuse","ACC","puntReturns",25
2022,"Alabama","SEC","rushingTDs",26
2022,"Florida International","Conference USA","puntReturns",10
2022,"Western Michigan","Mid-American","rushingYards",1635
2022,"Miami","ACC","interceptionTDs",2
2022,"South Alabama","Sun Belt","firstDowns",289
2022,"Memphis","American Athletic","interceptionYards",255
2022,"Georgia Tech","ACC","netPassingYards",2306
2022,"Louisiana","Sun Belt","firstDowns",255
2022,"Oregon State","Pac-12","puntReturns",20
2022,"Central Michigan","Mid-American","passCompletions",219
2022,"Florida Atlantic","Conference USA","fourthDownConversions",12
2022,"Connecticut","FBS Independents","rushingTDs",20
2022,"Iowa State","Big 12","puntReturnTDs",0
2022,"Colorado State","Mountain West","puntReturnYards",202
2022,"Vanderbilt","SEC","passingTDs",22
2022,"Marshall","Sun Belt","fumblesLost",9
2022,"South Carolina","SEC","turnovers",27
2022,"Oregon","Pac-12","rushingYards",2804
2022,"San Diego State","Mountain West","totalYards",4210
2022,"Marshall","Sun Belt","fourthDowns",21
2022,"UNLV","Mountain West","passAttempts",361
2022,"Pittsburgh","ACC","rushingAttempts",522
2022,"Ohio","Mid-American","fumblesLost",8
2022,"Texas State","Sun Belt","interceptionTDs",2
2022,"Oklahoma State","Big 12","interceptions",18
2022,"Marshall","Sun Belt","tacklesForLoss",82
2022,"BYU","FBS Independents","firstDowns",285
2022,"Purdue","Big Ten","firstDowns",322
2022,"Washington","Pac-12","passingTDs",32
2022,"Iowa","Big Ten","tacklesForLoss",79
2022,"Arizona State","Pac-12","interceptionTDs",1
2022,"Georgia Southern","Sun Belt","thirdDownConversions",90
2022,"Louisiana Monroe","Sun Belt","kickReturnTDs",0
2022,"Kent State","Mid-American","passCompletions",194
2022,"Hawai'i","Mountain West","passingTDs",13
2022,"North Carolina","ACC","puntReturnYards",213
2022,"Arizona","Pac-12","rushingAttempts",352
2022,"East Carolina","American Athletic","passCompletions",323
2022,"Washington State","Pac-12","passAttempts",499
2022,"Tennessee","SEC","puntReturns",20
2022,"UT San Antonio","Conference USA","thirdDowns",187
2022,"New Mexico State","FBS Independents","puntReturnTDs",0
2022,"USC","Pac-12","puntReturnYards",93
2022,"TCU","Big 12","passAttempts",454
2022,"Florida International","Conference USA","sacks",21
2022,"Washington State","Pac-12","penaltyYards",592
2022,"Virginia Tech","ACC","penaltyYards",637
2022,"Ohio","Mid-American","netPassingYards",3893
2022,"New Mexico","Mountain West","firstDowns",157
2022,"Marshall","Sun Belt","puntReturnTDs",1
2022,"East Carolina","American Athletic","possessionTime",24332
2022,"Toledo","Mid-American","fourthDowns",27
2022,"Air Force","Mountain West","possessionTime",28361
2022,"Georgia Tech","ACC","tacklesForLoss",76
2022,"Kent State","Mid-American","kickReturnTDs",0
2022,"Iowa State","Big 12","passesIntercepted",7
2022,"Troy","Sun Belt","penaltyYards",699
2022,"New Mexico State","FBS Independents","passingTDs",18
2022,"West Virginia","Big 12","passingTDs",20
2022,"Notre Dame","FBS Independents","puntReturns",29
2022,"LSU","SEC","fumblesRecovered",19
2022,"Oklahoma","Big 12","penaltyYards",652
2022,"Eastern Michigan","Mid-American","fumblesRecovered",7
2022,"Appalachian State","Sun Belt","passesIntercepted",7
2022,"Ole Miss","SEC","passAttempts",386
2022,"Missouri","SEC","interceptions",9
2022,"Arizona State","Pac-12","rushingTDs",21
2022,"California","Pac-12","penalties",63
2022,"South Alabama","Sun Belt","puntReturnYards",228
2022,"Northwestern","Big Ten","penalties",55
2022,"Northern Illinois","Mid-American","fumblesLost",2
2022,"Wisconsin","Big Ten","tacklesForLoss",81
2022,"Texas A&M","SEC","possessionTime",20049
2022,"UCF","American Athletic","netPassingYards",3377
2022,"Kent State","Mid-American","interceptions",8
2022,"SMU","American Athletic","totalYards",6147
2022,"Kansas","Big 12","passesIntercepted",12
2022,"Auburn","SEC","puntReturnYards",170
2022,"Eastern Michigan","Mid-American","penalties",103
2022,"South Carolina","SEC","rushingYards",1555
2022,"Kent State","Mid-American","turnovers",13
2022,"Louisiana Tech","Conference USA","passesIntercepted",11
2022,"Oregon","Pac-12","passCompletions",308
2022,"Oklahoma State","Big 12","puntReturnTDs",1
2022,"Kansas State","Big 12","passesIntercepted",16
2022,"Northern Illinois","Mid-American","fourthDowns",21
2022,"Tulane","American Athletic","passingTDs",30
2022,"Michigan State","Big Ten","rushingAttempts",361
2022,"Bowling Green","Mid-American","totalYards",4345
2022,"UNLV","Mountain West","interceptionTDs",2
2022,"Coastal Carolina","Sun Belt","games",13
2022,"UT San Antonio","Conference USA","passingTDs",34
2022,"South Carolina","SEC","passCompletions",281
2022,"Ohio State","Big Ten","kickReturnYards",330
2022,"Colorado","Pac-12","thirdDowns",164
2022,"Louisville","ACC","kickReturnTDs",1
2022,"San José State","Mountain West","puntReturnTDs",0
2022,"Stanford","Pac-12","passesIntercepted",6
2022,"Oklahoma State","Big 12","fumblesLost",5
2022,"New Mexico State","FBS Independents","puntReturns",24
2022,"Miami","ACC","netPassingYards",2879
2022,"Charlotte","Conference USA","passCompletions",257
2022,"Oregon State","Pac-12","interceptionTDs",2
2022,"Michigan","Big Ten","games",14
2022,"Virginia","ACC","tacklesForLoss",51
2022,"Kent State","Mid-American","thirdDownConversions",72
2022,"Georgia State","Sun Belt","interceptionTDs",1
2022,"Louisville","ACC","rushingYards",2613
2022,"Indiana","Big Ten","fumblesRecovered",7
2022,"UCLA","Pac-12","passesIntercepted",11
2022,"Kansas","Big 12","kickReturnYards",410
2022,"Georgia","SEC","rushingAttempts",557
2022,"San José State","Mountain West","interceptionYards",87
2022,"Oregon State","Pac-12","interceptions",13
2022,"Tulane","American Athletic","turnovers",16
2022,"Purdue","Big Ten","rushingAttempts",467
2022,"Miami (OH)","Mid-American","penalties",71
2022,"Buffalo","Mid-American","interceptions",8
2022,"UCF","American Athletic","interceptionTDs",0
2022,"Toledo","Mid-American","turnovers",26
2022,"Virginia Tech","ACC","puntReturns",25
2022,"Florida Atlantic","Conference USA","games",12
2022,"Akron","Mid-American","thirdDowns",155
2022,"Charlotte","Conference USA","passingTDs",27
2022,"Northwestern","Big Ten","possessionTime",20900
2022,"Stanford","Pac-12","thirdDowns",164
2022,"Arizona State","Pac-12","turnovers",18
2022,"California","Pac-12","passingTDs",23
2022,"Virginia","ACC","penaltyYards",622
2022,"UCF","American Athletic","firstDowns",339
2022,"Virginia Tech","ACC","passCompletions",203
2022,"Michigan","Big Ten","interceptionTDs",1
2022,"Connecticut","FBS Independents","kickReturnYards",597
2022,"UTEP","Conference USA","fumblesRecovered",18
2022,"UAB","Conference USA","kickReturnYards",556
2022,"Mississippi State","SEC","penalties",82
2022,"New Mexico","Mountain West","interceptions",9
2022,"Ohio","Mid-American","passCompletions",302
2022,"West Virginia","Big 12","interceptionYards",76
2022,"NC State","ACC","fumblesLost",8
2022,"TCU","Big 12","kickReturns",46
2022,"North Carolina","ACC","interceptions",7
2022,"UMass","FBS Independents","kickReturns",34
2022,"Missouri","SEC","kickReturns",14
2022,"East Carolina","American Athletic","puntReturnYards",134
2022,"Connecticut","FBS Independents","firstDowns",210
2022,"SMU","American Athletic","puntReturns",15
2022,"Colorado","Pac-12","puntReturnYards",177
2022,"Florida International","Conference USA","puntReturnYards",31
2022,"Buffalo","Mid-American","netPassingYards",2795
2022,"Georgia Tech","ACC","puntReturnTDs",0
2022,"Akron","Mid-American","firstDowns",254
2022,"USC","Pac-12","fourthDowns",22
2022,"Kentucky","SEC","sacks",19
2022,"Memphis","American Athletic","kickReturns",29
2022,"Nebraska","Big Ten","passCompletions",205
2022,"Oklahoma","Big 12","fumblesLost",7
2022,"Air Force","Mountain West","puntReturnTDs",0
2022,"Wyoming","Mountain West","turnovers",15
2022,"West Virginia","Big 12","netPassingYards",2720
2022,"Buffalo","Mid-American","fourthDowns",31
2022,"Indiana","Big Ten","kickReturnYards",721
2022,"Utah State","Mountain West","kickReturns",31
2022,"Virginia","ACC","fumblesRecovered",12
2022,"Alabama","SEC","passingTDs",37
2022,"Ole Miss","SEC","interceptionYards",34
2022,"Fresno State","Mountain West","netPassingYards",3774
2022,"UCF","American Athletic","kickReturnTDs",0
2022,"Northern Illinois","Mid-American","passAttempts",328
2022,"South Alabama","Sun Belt","puntReturns",24
2022,"Utah State","Mountain West","passCompletions",230
2022,"Wisconsin","Big Ten","interceptionYards",241
2022,"Duke","ACC","interceptions",6
2022,"Tennessee","SEC","kickReturnTDs",0
2022,"Houston","American Athletic","rushingYards",1847
2022,"UMass","FBS Independents","tacklesForLoss",73
2022,"Iowa State","Big 12","fumblesRecovered",14
2022,"Clemson","ACC","interceptions",10
2022,"Florida","SEC","rushingYards",2603
2022,"Rutgers","Big Ten","passCompletions",168
2022,"Air Force","Mountain West","fumblesRecovered",8
2022,"Buffalo","Mid-American","kickReturnYards",594
2022,"Texas Tech","Big 12","totalYards",6000
2022,"Oklahoma","Big 12","totalYards",6169
2022,"Louisiana Tech","Conference USA","tacklesForLoss",55
2022,"BYU","FBS Independents","interceptionTDs",3
2022,"Kentucky","SEC","fumblesLost",6
2022,"Wyoming","Mountain West","games",13
2022,"Texas Tech","Big 12","possessionTime",23388
2022,"Oregon","Pac-12","turnovers",12
2022,"Arizona","Pac-12","totalYards",5549
2022,"Buffalo","Mid-American","games",13
2022,"Utah State","Mountain West","fourthDowns",34
