"season","team","conference","statName","statValue"
2022,"Penn State","Big Ten","fourthDownConversions",21
2022,"Michigan","Big Ten","kickReturnYards",401
2022,"Southern Mississippi","Sun Belt","passAttempts",346
2022,"California","Pac-12","possessionTime",20679
2022,"Oregon","Pac-12","kickReturns",28
2022,"Charlotte","Conference USA","interceptions",14
2022,"North Texas","Conference USA","puntReturnYards",49
2022,"Clemson","ACC","fourthDownConversions",6
2022,"Iowa","Big Ten","rushingAttempts",423
2022,"Stanford","Pac-12","firstDowns",249
2022,"California","Pac-12","tacklesForLoss",53
2022,"Duke","ACC","fumblesRecovered",19
2022,"Louisiana Monroe","Sun Belt","thirdDowns",167
2022,"Texas","Big 12","kickReturns",21
2022,"West Virginia","Big 12","penalties",77
2022,"Eastern Michigan","Mid-American","puntReturnTDs",0
2022,"Ohio","Mid-American","kickReturns",58
2022,"Connecticut","FBS Independents","interceptionYards",165
2022,"Florida Atlantic","Conference USA","puntReturnTDs",0
2022,"Wake Forest","ACC","firstDowns",328
2022,"SMU","American Athletic","rushingAttempts",492
2022,"Tennessee","SEC","kickReturns",18
2022,"UCLA","Pac-12","kickReturns",39
2022,"Cincinnati","American Athletic","passCompletions",249
2022,"Indiana","Big Ten","kickReturnTDs",2
2022,"Pittsburgh","ACC","sacks",47
2022,"Mississippi State","SEC","rushingTDs",12
2022,"Arizona","Pac-12","passCompletions",283
2022,"Texas","Big 12","puntReturnTDs",1
2022,"Akron","Mid-American","kickReturns",42
2022,"Memphis","American Athletic","possessionTime",24061
2022,"Penn State","Big Ten","sacks",42
2022,"Appalachian State","Sun Belt","fumblesRecovered",18
2022,"Cincinnati","American Athletic","penalties",98
2022,"Eastern Michigan","Mid-American","firstDowns",277
2022,"Toledo","Mid-American","thirdDowns",208
2022,"Connecticut","FBS Independents","thirdDownConversions",66
2022,"UCLA","Pac-12","thirdDowns",163
2022,"Purdue","Big Ten","thirdDownConversions",80
2022,"Air Force","Mountain West","passingTDs",8
2022,"Rice","Conference USA","passesIntercepted",8
2022,"UT San Antonio","Conference USA","sacks",25
2022,"James Madison","Sun Belt","fourthDownConversions",9
2022,"Baylor","Big 12","netPassingYards",3009
2022,"Wyoming","Mountain West","kickReturnTDs",0
2022,"UT San Antonio","Conference USA","thirdDownConversions",91
2022,"Western Kentucky","Conference USA","thirdDowns",187
2022,"Arkansas","SEC","rushingTDs",27
2022,"Illinois","Big Ten","thirdDowns",186
2022,"Nebraska","Big Ten","games",12
2022,"Kansas State","Big 12","rushingTDs",32
2022,"San Diego State","Mountain West","fourthDowns",20
2022,"Northern Illinois","Mid-American","rushingTDs",19
2022,"Miami (OH)","Mid-American","passingTDs",15
2022,"UNLV","Mountain West","possessionTime",20749
2022,"Oklahoma","Big 12","sacks",28
2022,"Colorado State","Mountain West","kickReturnTDs",0
2022,"East Carolina","American Athletic","rushingAttempts",423
2022,"Texas A&M","SEC","passingTDs",18
2022,"Cincinnati","American Athletic","rushingTDs",19
2022,"Syracuse","ACC","interceptionTDs",2
2022,"Ball State","Mid-American","penalties",73
2022,"Connecticut","FBS Independents","passAttempts",276
2022,"Utah State","Mountain West","thirdDowns",201
2022,"Louisiana","Sun Belt","thirdDowns",186
2022,"Maryland","Big Ten","puntReturnYards",156
2022,"Auburn","SEC","netPassingYards",2072
2022,"James Madison","Sun Belt","possessionTime",22204
2022,"Colorado State","Mountain West","tacklesForLoss",65
2022,"New Mexico State","FBS Independents","rushingYards",2101
2022,"Western Michigan","Mid-American","puntReturnTDs",0
2022,"East Carolina","American Athletic","puntReturns",19
2022,"New Mexico","Mountain West","puntReturnTDs",0
2022,"Louisiana Tech","Conference USA","passingTDs",25
2022,"Miami","ACC","rushingYards",1537
2022,"Northern Illinois","Mid-American","possessionTime",22176
2022,"Purdue","Big Ten","games",14
2022,"Georgia State","Sun Belt","sacks",27
2022,"California","Pac-12","firstDowns",231
2022,"Miami","ACC","turnovers",25
2022,"Old Dominion","Sun Belt","fourthDowns",23
2022,"Eastern Michigan","Mid-American","kickReturnYards",760
2022,"Charlotte","Conference USA","games",12
2022,"Minnesota","Big Ten","interceptionTDs",1
2022,"San Diego State","Mountain West","netPassingYards",2348
2022,"Liberty","FBS Independents","interceptionTDs",0
2022,"Arizona State","Pac-12","thirdDownConversions",59
2022,"Louisville","ACC","penalties",90
2022,"Louisiana Monroe","Sun Belt","netPassingYards",2464
2022,"Kansas State","Big 12","fourthDownConversions",17
2022,"UNLV","Mountain West","kickReturnTDs",0
2022,"Charlotte","Conference USA","sacks",17
2022,"Ohio","Mid-American","possessionTime",27015
2022,"Colorado","Pac-12","kickReturnYards",750
2022,"Central Michigan","Mid-American","rushingYards",1910
2022,"Pittsburgh","ACC","kickReturnTDs",0
2022,"Utah State","Mountain West","fumblesLost",6
2022,"Utah State","Mountain West","interceptionTDs",1
2022,"San Diego State","Mountain West","kickReturnYards",753
2022,"Oklahoma","Big 12","passesIntercepted",17
2022,"UCF","American Athletic","passesIntercepted",6
2022,"West Virginia","Big 12","interceptions",12
2022,"Western Kentucky","Conference USA","firstDowns",344
2022,"TCU","Big 12","rushingTDs",37
2022,"New Mexico","Mountain West","kickReturnTDs",1
2022,"Houston","American Athletic","interceptionTDs",1
2022,"Navy","American Athletic","passCompletions",54
2022,"Houston","American Athletic","puntReturns",12
2022,"Georgia Tech","ACC","games",12
2022,"Penn State","Big Ten","games",13
2022,"Air Force","Mountain West","passCompletions",41
2022,"Arkansas State","Sun Belt","firstDowns",206
2022,"Oklahoma","Big 12","puntReturns",13
2022,"UAB","Conference USA","kickReturns",26
2022,"California","Pac-12","thirdDowns",167
2022,"Southern Mississippi","Sun Belt","kickReturnTDs",0
2022,"Mississippi State","SEC","rushingYards",1071
2022,"Florida","SEC","interceptionYards",93
2022,"Nebraska","Big Ten","kickReturns",26
2022,"Central Michigan","Mid-American","puntReturns",22
2022,"Nevada","Mountain West","interceptions",8
2022,"UCLA","Pac-12","thirdDownConversions",83
2022,"Ohio State","Big Ten","firstDowns",310
2022,"Washington","Pac-12","sacks",37
2022,"Charlotte","Conference USA","interceptionTDs",0
2022,"Troy","Sun Belt","penalties",76
2022,"Miami (OH)","Mid-American","interceptionYards",173
2022,"Appalachian State","Sun Belt","penaltyYards",604
2022,"Troy","Sun Belt","turnovers",21
2022,"Stanford","Pac-12","netPassingYards",3051
2022,"James Madison","Sun Belt","kickReturnYards",403
2022,"Charlotte","Conference USA","tacklesForLoss",59
2022,"Oregon State","Pac-12","interceptionYards",105
2022,"Miami (OH)","Mid-American","tacklesForLoss",57
2022,"Alabama","SEC","thirdDowns",162
2022,"Georgia State","Sun Belt","tacklesForLoss",73
2022,"Tulane","American Athletic","kickReturnTDs",0
2022,"Texas Tech","Big 12","kickReturns",30
2022,"James Madison","Sun Belt","rushingYards",2059
2022,"Eastern Michigan","Mid-American","fumblesLost",7
2022,"USC","Pac-12","penalties",88
2022,"UT San Antonio","Conference USA","tacklesForLoss",89
2022,"Minnesota","Big Ten","kickReturnTDs",0
2022,"Kansas","Big 12","thirdDowns",158
2022,"Texas Tech","Big 12","thirdDowns",211
2022,"Louisville","ACC","sacks",48
2022,"NC State","ACC","interceptionYards",172
2022,"Boise State","Mountain West","penalties",78
2022,"Penn State","Big Ten","fumblesRecovered",21
2022,"SMU","American Athletic","interceptionTDs",0
2022,"UNLV","Mountain West","games",12
2022,"Air Force","Mountain West","penaltyYards",386
2022,"Oklahoma State","Big 12","kickReturnYards",779
2022,"Alabama","SEC","turnovers",16
2022,"Utah","Pac-12","fourthDowns",29
2022,"Notre Dame","FBS Independents","passCompletions",211
2022,"Hawai'i","Mountain West","passCompletions",261
2022,"Arizona State","Pac-12","totalYards",4646
2022,"USC","Pac-12","penaltyYards",812
2022,"Ohio State","Big Ten","rushingYards",2501
2022,"South Florida","American Athletic","netPassingYards",2315
2022,"Liberty","FBS Independents","puntReturnYards",74
2022,"Rice","Conference USA","passAttempts",403
2022,"Alabama","SEC","penaltyYards",893
2022,"East Carolina","American Athletic","games",13
2022,"Oregon","Pac-12","puntReturnTDs",0
2022,"Baylor","Big 12","penalties",62
2022,"Michigan","Big Ten","firstDowns",326
2022,"Connecticut","FBS Independents","turnovers",21
2022,"Nebraska","Big Ten","firstDowns",217
2022,"Wyoming","Mountain West","penalties",56
2022,"Texas A&M","SEC","fourthDowns",11
2022,"NC State","ACC","passAttempts",471
2022,"Buffalo","Mid-American","sacks",24
2022,"UT San Antonio","Conference USA","possessionTime",24977
2022,"Buffalo","Mid-American","passAttempts",419
2022,"Minnesota","Big Ten","kickReturns",23
2022,"Duke","ACC","puntReturnYards",259
2022,"Oklahoma State","Big 12","interceptionTDs",0
2022,"Colorado State","Mountain West","interceptionTDs",1
2022,"Oregon State","Pac-12","rushingAttempts",523
2022,"West Virginia","Big 12","games",12
2022,"Indiana","Big Ten","netPassingYards",2609
2022,"Old Dominion","Sun Belt","penaltyYards",765
2022,"Nebraska","Big Ten","fumblesRecovered",10
2022,"Georgia Southern","Sun Belt","netPassingYards",4282
2022,"Appalachian State","Sun Belt","interceptionYards",32
2022,"Texas State","Sun Belt","turnovers",17
2022,"Pittsburgh","ACC","puntReturns",34
2022,"Southern Mississippi","Sun Belt","kickReturns",23
2022,"Rutgers","Big Ten","netPassingYards",1852
2022,"Virginia","ACC","interceptionTDs",0
2022,"Colorado State","Mountain West","interceptionYards",79
2022,"Eastern Michigan","Mid-American","possessionTime",24543
2022,"Mississippi State","SEC","thirdDowns",176
2022,"Auburn","SEC","sacks",26
2022,"Iowa","Big Ten","puntReturnTDs",0
2022,"Central Michigan","Mid-American","fumblesLost",18
2022,"Tulane","American Athletic","interceptionTDs",0
2022,"Clemson","ACC","games",14
2022,"Syracuse","ACC","fumblesRecovered",12
2022,"Virginia Tech","ACC","interceptionYards",38
2022,"LSU","SEC","firstDowns",345
2022,"South Florida","American Athletic","fourthDownConversions",14
2022,"Kentucky","SEC","rushingYards",1511
2022,"San José State","Mountain West","interceptions",7
2022,"Coastal Carolina","Sun Belt","rushingTDs",22
2022,"Northwestern","Big Ten","rushingTDs",11
2022,"Connecticut","FBS Independents","passesIntercepted",13
2022,"Northern Illinois","Mid-American","passingTDs",18
2022,"Marshall","Sun Belt","passAttempts",367
2022,"Stanford","Pac-12","possessionTime",21522
2022,"Colorado State","Mountain West","passCompletions",203
2022,"Indiana","Big Ten","interceptions",13
2022,"Marshall","Sun Belt","penaltyYards",859
2022,"Washington State","Pac-12","puntReturnYards",218
2022,"Missouri","SEC","puntReturnTDs",1
2022,"Ball State","Mid-American","rushingTDs",14
2022,"Houston","American Athletic","puntReturnYards",180
2022,"BYU","FBS Independents","kickReturns",23
2022,"East Carolina","American Athletic","rushingTDs",25
2022,"Western Kentucky","Conference USA","possessionTime",24326
2022,"Georgia State","Sun Belt","fourthDowns",26
2022,"Florida","SEC","puntReturnYards",130
2022,"Boston College","ACC","penaltyYards",582
2022,"Georgia State","Sun Belt","kickReturns",11
2022,"East Carolina","American Athletic","fumblesRecovered",10
2022,"Iowa State","Big 12","puntReturnYards",87
2022,"Florida International","Conference USA","passesIntercepted",7
2022,"UTEP","Conference USA","tacklesForLoss",69
2022,"Oregon","Pac-12","games",13
2022,"NC State","ACC","possessionTime",24481
2022,"Notre Dame","FBS Independents","thirdDownConversions",83
2022,"NC State","ACC","interceptions",8
2022,"Louisiana","Sun Belt","rushingYards",1877
2022,"Northern Illinois","Mid-American","thirdDownConversions",67
2022,"Michigan State","Big Ten","sacks",29
2022,"South Florida","American Athletic","totalYards",4676
2022,"Illinois","Big Ten","kickReturns",16
2022,"Tennessee","SEC","netPassingYards",4239
2022,"UCLA","Pac-12","rushingYards",3099
2022,"Coastal Carolina","Sun Belt","kickReturnYards",590
2022,"North Texas","Conference USA","passesIntercepted",8
2022,"Kent State","Mid-American","kickReturnYards",847
2022,"Kansas State","Big 12","interceptions",6
2022,"Kent State","Mid-American","fourthDownConversions",12
2022,"Nebraska","Big Ten","interceptionYards",40
2022,"Utah State","Mountain West","puntReturnTDs",1
2022,"Ohio","Mid-American","sacks",37
2022,"Western Kentucky","Conference USA","passingTDs",43
2022,"West Virginia","Big 12","interceptionTDs",2
2022,"Virginia Tech","ACC","games",11
2022,"Alabama","SEC","kickReturnYards",372
2022,"Wisconsin","Big Ten","possessionTime",24295
2022,"Georgia","SEC","games",15
2022,"Army","FBS Independents","turnovers",12
2022,"Ole Miss","SEC","passingTDs",22
2022,"Texas State","Sun Belt","fourthDowns",21
2022,"Tulsa","American Athletic","turnovers",18
2022,"Kent State","Mid-American","rushingAttempts",517
2022,"Appalachian State","Sun Belt","fourthDownConversions",18
2022,"Oregon","Pac-12","interceptions",9
2022,"Toledo","Mid-American","interceptions",15
2022,"Miami","ACC","tacklesForLoss",83
2022,"UT San Antonio","Conference USA","puntReturnTDs",0
2022,"Wake Forest","ACC","rushingTDs",17
2022,"UTEP","Conference USA","puntReturns",17
2022,"Old Dominion","Sun Belt","penalties",83
2022,"Louisiana Monroe","Sun Belt","penalties",59
2022,"Louisiana Tech","Conference USA","thirdDownConversions",65
2022,"UTEP","Conference USA","penalties",78
2022,"Western Michigan","Mid-American","interceptionYards",180
2022,"South Florida","American Athletic","kickReturnTDs",1
2022,"Arizona","Pac-12","sacks",15
2022,"UCLA","Pac-12","tacklesForLoss",56
2022,"UNLV","Mountain West","tacklesForLoss",55
2022,"Alabama","SEC","fourthDowns",15
2022,"Duke","ACC","turnovers",10
2022,"Kentucky","SEC","kickReturnTDs",1
2022,"Marshall","Sun Belt","kickReturnYards",386
2022,"Liberty","FBS Independents","fumblesLost",12
2022,"Duke","ACC","totalYards",5404
2022,"Maryland","Big Ten","fourthDownConversions",17
2022,"Baylor","Big 12","puntReturnTDs",1
2022,"Pittsburgh","ACC","netPassingYards",2889
2022,"Tennessee","SEC","fourthDowns",34
2022,"West Virginia","Big 12","passAttempts",426
2022,"UMass","FBS Independents","fourthDownConversions",13
2022,"Nebraska","Big Ten","penaltyYards",510
2022,"Michigan","Big Ten","fumblesRecovered",5
2022,"Maryland","Big Ten","interceptions",8
2022,"Arkansas State","Sun Belt","fumblesRecovered",7
2022,"Rice","Conference USA","puntReturnYards",161
2022,"UTEP","Conference USA","fourthDownConversions",16
2022,"Texas State","Sun Belt","fumblesRecovered",14
2022,"Utah State","Mountain West","passesIntercepted",11
2022,"UAB","Conference USA","kickReturnTDs",0
2022,"Troy","Sun Belt","fourthDowns",27
2022,"Tennessee","SEC","possessionTime",19684
2022,"Middle Tennessee","Conference USA","sacks",35
2022,"Wake Forest","ACC","rushingAttempts",502
2022,"Georgia Southern","Sun Belt","possessionTime",21582
2022,"Tulane","American Athletic","fumblesLost",11
2022,"Arkansas","SEC","puntReturns",16
2022,"TCU","Big 12","thirdDownConversions",80
2022,"Kansas","Big 12","thirdDownConversions",80
2022,"UNLV","Mountain West","netPassingYards",2580
2022,"Ohio","Mid-American","passesIntercepted",12
2022,"Georgia Tech","ACC","rushingAttempts",426
2022,"Bowling Green","Mid-American","rushingTDs",8
2022,"Marshall","Sun Belt","fumblesRecovered",19
2022,"Troy","Sun Belt","sacks",41
2022,"Duke","ACC","sacks",36
2022,"Rice","Conference USA","passingTDs",23
2022,"Arizona State","Pac-12","interceptionYards",114
2022,"UCLA","Pac-12","games",13
2022,"Ohio State","Big Ten","kickReturnTDs",0
2022,"Ole Miss","SEC","games",13
2022,"Vanderbilt","SEC","kickReturnYards",511
2022,"Cincinnati","American Athletic","kickReturnTDs",1
2022,"Old Dominion","Sun Belt","fumblesLost",11
2022,"Arkansas State","Sun Belt","possessionTime",21770
2022,"Minnesota","Big Ten","interceptions",9
2022,"Baylor","Big 12","passCompletions",247
2022,"Memphis","American Athletic","passingTDs",23
2022,"Troy","Sun Belt","tacklesForLoss",78
2022,"Coastal Carolina","Sun Belt","possessionTime",25265
2022,"Virginia Tech","ACC","totalYards",3462
2022,"Baylor","Big 12","firstDowns",295
2022,"Iowa State","Big 12","puntReturns",13
2022,"Northern Illinois","Mid-American","fourthDownConversions",10
2022,"Georgia Southern","Sun Belt","passingTDs",28
2022,"Ohio State","Big Ten","passCompletions",274
2022,"Washington","Pac-12","penaltyYards",781
2022,"New Mexico","Mountain West","kickReturnYards",560
2022,"Arkansas State","Sun Belt","kickReturns",51
2022,"Army","FBS Independents","passesIntercepted",10
2022,"Central Michigan","Mid-American","tacklesForLoss",99
2022,"Georgia State","Sun Belt","totalYards",5017
2022,"USC","Pac-12","passAttempts",514
2022,"Vanderbilt","SEC","rushingAttempts",445
2022,"Washington","Pac-12","fumblesRecovered",6
2022,"UCLA","Pac-12","rushingTDs",36
2022,"Georgia Southern","Sun Belt","puntReturnYards",189
2022,"Arizona","Pac-12","passAttempts",459
2022,"Duke","ACC","interceptionYards",93
2022,"Notre Dame","FBS Independents","interceptions",11
2022,"Minnesota","Big Ten","penaltyYards",413
2022,"Washington","Pac-12","interceptionYards",2
2022,"Miami (OH)","Mid-American","fourthDowns",22
